Date,DayOfWeek,DayType,TotalOrders,Beef Bulalo,Pancit Bihon Guisado,Crispy Chicharon Bulaklak,Crispy Dinakdakan,Crispy Sisig Barkada,Calamares,Pancit Canton Guisado,Shanghai,Garlic Butter Bangus,Crispy Bagnet,CM1 Egg + Rice + Hungarian + Sisig,CM2 Egg + Rice + Nuggets + Sisig,CM3 Egg + Rice + Shanghai + Sisig,CM4 Egg + Rice + Bagnet + Nuggets,CM5 Egg + Rice + Bagnet + Sisig,CM6 Egg + Rice + Hotdog + Sisig,CM7 Egg + Rice + Bagnet + Hotdog,CM8 Egg + Rice + Bagnet + Hungarian,Sisilog,Bagnetsilog,Hungarian Silog,Shanghaisilog,Nuggets Silog,Hotsilog,Siomaisilog,Siomairice,Dinakdakansilog,Chicksilog,Bangsilog,Porksilog,4 in 1,Double Cheese,Shawarma,Hawaiian,Beefy Mushroom,Ham and Cheese,Bacon,Pepperoni,Sarap,exported_at
2023-03-21,Tuesday,Weekday,235,4,6,16,4,4,0,7,0,4,16,5,3,10,3,7,7,1,13,1,29,0,1,1,0,9,8,12,2,4,7,4,7,6,1,9,13,8,1,2,2026-06-19 12:57:02
2023-03-22,Wednesday,Weekday,260,1,1,2,9,9,4,1,17,1,12,18,8,24,6,2,2,3,0,6,2,11,3,5,22,2,8,8,2,3,3,8,5,4,8,1,11,12,9,7,2026-06-19 12:57:02
2023-03-23,Thursday,Weekday,232,2,15,3,6,2,18,6,6,0,9,9,5,1,2,0,3,1,4,1,2,0,14,5,3,4,6,13,1,1,18,2,0,1,0,24,2,15,25,3,2026-06-19 12:57:02
2023-03-24,Friday,Weekday,181,0,0,3,3,9,3,13,4,6,19,1,1,1,1,4,3,4,21,1,4,1,2,4,16,2,0,2,1,1,5,0,3,4,3,0,27,2,6,1,2026-06-19 12:57:02
2023-03-25,Saturday,Weekend,382,4,4,4,0,6,17,12,2,9,26,11,2,19,5,6,7,22,27,24,0,28,1,3,7,6,8,7,28,2,3,24,1,8,9,6,16,2,14,2,2026-06-19 12:57:02
2023-03-26,Sunday,Weekend,360,3,1,5,7,32,7,6,19,5,7,6,3,10,1,6,8,13,16,4,7,3,5,18,17,17,1,14,18,3,5,10,5,31,3,10,14,5,10,5,2026-06-19 12:57:02
2023-03-27,Monday,Weekday,191,1,1,2,6,17,1,2,1,4,19,6,4,4,0,6,5,5,11,7,7,15,23,4,1,3,7,0,0,0,6,3,2,0,5,2,2,4,3,2,2026-06-19 12:57:02
2023-03-28,Tuesday,Weekday,192,5,2,9,1,2,7,9,1,1,14,7,2,6,1,3,0,2,0,4,3,3,0,2,8,3,8,3,3,4,15,1,0,4,14,28,5,3,5,4,2026-06-19 12:57:02
2023-03-29,Wednesday,Weekday,275,5,9,8,5,5,6,3,3,0,3,3,9,1,4,3,0,20,12,0,8,3,34,2,2,5,11,2,8,0,12,0,13,3,3,23,37,6,1,3,2026-06-19 12:57:02
2023-03-30,Thursday,Weekday,228,2,3,5,0,10,9,1,5,5,9,0,4,1,4,9,8,1,5,26,1,10,7,9,1,3,15,4,0,5,1,8,5,11,8,1,3,9,2,18,2026-06-19 12:57:02
2023-03-31,Friday,Weekday,272,9,0,21,2,2,10,16,7,3,4,3,3,2,10,20,3,2,18,12,20,2,2,8,9,5,9,2,6,9,4,9,4,3,3,4,0,10,13,3,2026-06-19 12:57:02
2023-04-01,Saturday,Weekend,419,1,49,5,2,11,15,4,10,8,3,6,15,12,2,2,12,19,6,11,2,6,0,18,7,23,15,22,5,2,46,15,21,0,4,21,2,11,6,0,2026-06-19 12:57:02
2023-04-02,Sunday,Weekend,514,3,5,1,13,6,4,29,10,8,27,34,0,9,13,4,23,51,37,3,5,50,9,4,18,5,4,34,2,1,5,11,1,7,12,22,6,22,3,13,2026-06-19 12:57:02
2023-04-03,Monday,Weekday,164,2,0,5,1,2,2,4,1,1,0,2,3,1,0,2,7,5,8,0,11,2,18,1,2,2,2,7,5,18,5,2,0,18,2,6,4,3,9,1,2026-06-19 12:57:02
2023-04-04,Tuesday,Weekday,263,1,0,10,0,0,2,5,5,0,35,25,3,10,8,1,3,5,4,3,13,4,8,2,6,3,6,12,12,3,10,18,5,1,7,2,20,7,4,0,2026-06-19 12:57:02
2023-04-05,Wednesday,Weekday,240,1,12,0,5,24,2,3,4,3,3,0,6,15,0,1,2,9,1,12,0,18,6,6,3,10,1,0,3,13,7,4,5,1,9,11,10,4,16,10,2026-06-19 12:57:02
2023-04-06,Thursday,Weekday,335,9,4,10,9,11,4,5,10,6,6,16,9,0,5,26,17,4,29,0,34,4,0,5,4,7,20,20,7,6,3,0,8,0,14,7,2,8,1,5,2026-06-19 12:57:02
2023-04-07,Friday,Weekday,314,10,3,2,11,3,9,4,4,13,13,0,2,15,0,5,9,7,11,11,8,10,9,4,3,9,16,2,4,18,6,1,8,30,10,8,2,17,4,13,2026-06-19 12:57:02
2023-04-08,Saturday,Weekend,313,2,2,5,2,14,19,8,13,4,15,10,9,5,6,8,2,12,19,5,8,9,7,6,16,4,1,15,7,11,1,0,15,1,9,12,12,1,6,12,2026-06-19 12:57:02
2023-04-09,Sunday,Weekend,480,4,4,7,1,34,18,56,10,16,3,12,12,26,18,33,18,17,1,21,11,5,0,11,3,6,14,24,18,5,6,2,4,1,32,8,1,5,8,5,2026-06-19 12:57:02
2023-04-10,Monday,Weekday,278,0,23,3,0,0,5,1,0,4,11,1,4,6,1,7,0,0,5,1,1,5,18,11,15,15,30,11,9,3,1,7,40,4,11,5,7,5,5,3,2026-06-19 12:57:02
2023-04-11,Tuesday,Weekday,296,6,12,15,2,27,3,3,10,4,0,3,9,3,6,9,10,15,3,1,4,3,9,0,2,14,8,11,11,11,8,5,25,6,1,4,14,18,1,0,2026-06-19 12:57:02
2023-04-12,Wednesday,Weekday,245,10,13,3,2,12,2,14,1,0,2,4,1,0,9,1,15,3,7,1,1,7,5,11,10,6,4,14,8,29,11,0,2,5,7,6,15,3,1,0,2026-06-19 12:57:02
2023-04-13,Thursday,Weekday,257,7,9,4,12,0,1,11,4,12,26,17,1,7,13,18,13,2,3,8,16,4,1,13,5,1,1,4,10,4,0,1,2,11,1,9,2,3,1,0,2026-06-19 12:57:02
2023-04-14,Friday,Weekday,259,5,4,11,0,2,2,11,3,3,4,0,20,7,12,8,5,0,7,1,3,6,11,7,8,2,3,0,9,17,2,0,4,11,5,0,39,12,1,14,2026-06-19 12:57:02
2023-04-15,Saturday,Weekend,399,4,4,6,16,17,1,30,3,13,14,2,2,18,5,11,6,13,6,3,5,17,5,2,33,19,1,73,13,2,3,10,13,2,2,3,11,2,1,8,2026-06-19 12:57:02
2023-04-16,Sunday,Weekend,437,19,7,5,6,10,29,13,2,6,13,12,8,16,18,9,24,16,16,32,3,4,27,18,26,1,11,3,7,2,1,0,9,6,1,5,3,41,4,4,2026-06-19 12:57:02
2023-04-17,Monday,Weekday,195,6,4,5,5,21,1,19,8,3,7,4,0,1,16,3,2,5,3,0,6,6,1,11,1,2,0,3,3,2,8,0,6,3,13,3,0,0,8,6,2026-06-19 12:57:02
2023-04-18,Tuesday,Weekday,223,4,3,2,16,25,18,10,11,1,10,5,18,4,0,3,6,1,2,3,2,2,1,13,7,0,5,7,0,2,5,3,5,2,1,17,2,5,1,1,2026-06-19 12:57:02
2023-04-19,Wednesday,Weekday,313,6,1,6,1,10,9,0,19,1,2,8,5,7,1,13,10,1,3,14,8,1,3,3,5,14,5,6,21,7,7,2,9,6,4,43,29,12,6,5,2026-06-19 12:57:02
2023-04-20,Thursday,Weekday,244,0,1,8,5,20,1,5,7,4,22,26,2,1,1,7,3,7,3,6,9,6,7,0,3,5,5,12,16,10,3,8,3,1,2,0,4,4,14,3,2026-06-19 12:57:02
2023-04-21,Friday,Weekday,277,13,0,2,5,10,0,2,3,3,9,5,2,14,2,8,10,22,4,6,4,8,5,3,15,0,16,13,6,5,3,25,0,5,6,18,14,7,1,3,2026-06-19 12:57:02
2023-04-22,Saturday,Weekend,240,1,13,12,10,12,5,1,3,1,15,1,10,9,5,1,3,3,11,1,14,12,1,10,9,9,2,1,2,4,12,8,17,1,0,8,3,3,6,1,2026-06-19 12:57:02
2023-04-23,Sunday,Weekend,326,5,2,7,11,3,17,5,18,1,10,4,9,7,5,19,3,1,8,7,5,5,21,11,1,1,28,8,18,3,9,7,2,5,6,4,16,14,10,10,2026-06-19 12:57:02
2023-04-24,Monday,Weekday,271,2,1,8,4,3,2,0,6,2,2,14,7,7,4,7,7,4,15,1,11,4,4,0,3,4,28,20,15,1,26,2,8,1,2,13,21,5,6,1,2026-06-19 12:57:02
2023-04-25,Tuesday,Weekday,219,5,4,0,1,2,6,2,4,3,7,8,7,4,4,3,14,3,1,8,2,10,3,7,0,3,3,11,20,4,11,5,16,10,0,8,5,0,1,14,2026-06-19 12:57:02
2023-04-26,Wednesday,Weekday,93,5,3,10,3,0,0,0,0,1,2,5,4,3,5,2,5,1,0,5,1,1,1,2,14,0,4,0,2,0,3,0,2,1,1,3,1,1,0,2,2026-06-19 12:57:02
2023-04-27,Thursday,Weekday,154,4,1,1,2,1,6,5,4,2,5,6,3,5,4,2,1,5,1,5,5,6,2,1,0,4,7,3,1,9,16,1,2,5,5,11,0,3,3,7,2026-06-19 12:57:02
2023-04-28,Friday,Weekday,277,11,17,4,11,5,3,2,10,26,2,0,10,7,21,2,0,4,0,2,0,2,0,18,2,3,13,6,7,9,12,12,6,11,4,2,18,5,10,0,2026-06-19 12:57:02
2023-04-29,Saturday,Weekend,299,3,15,1,17,39,11,6,6,12,13,6,28,7,21,0,1,3,3,9,1,24,3,5,2,5,0,1,9,1,1,7,1,3,0,2,9,1,10,13,2026-06-19 12:57:02
2023-04-30,Sunday,Weekend,582,1,48,5,1,0,7,13,6,20,22,6,20,44,1,5,10,9,11,5,14,15,14,1,12,7,10,32,10,0,8,21,16,10,4,10,15,123,10,16,2026-06-19 12:57:02
2023-05-01,Monday,Weekday,358,3,3,13,6,63,3,0,8,0,3,5,13,6,0,8,4,22,6,10,1,10,13,17,0,4,7,0,4,20,4,26,0,8,5,5,35,3,13,7,2026-06-19 12:57:02
2023-05-02,Tuesday,Weekday,192,1,11,2,9,5,10,6,1,7,2,4,1,0,1,5,4,5,3,6,10,2,13,6,8,2,0,12,10,1,2,4,6,11,1,3,2,3,0,13,2026-06-19 12:57:02
2023-05-03,Wednesday,Weekday,137,4,7,0,2,3,2,8,3,1,0,1,8,4,7,6,1,1,6,7,2,1,0,2,0,2,3,1,1,9,5,11,2,6,1,5,1,0,11,3,2026-06-19 12:57:02
2023-05-04,Thursday,Weekday,314,20,4,5,3,18,6,25,0,12,5,2,6,6,2,2,4,3,4,2,0,30,24,6,43,8,0,2,19,9,16,15,5,0,1,0,2,3,1,1,2026-06-19 12:57:02
2023-05-05,Friday,Weekday,188,2,1,2,3,8,11,1,0,12,5,7,1,9,13,6,1,11,7,6,0,9,1,1,5,1,6,4,1,5,14,1,4,2,3,2,3,0,16,4,2026-06-19 12:57:02
2023-05-06,Saturday,Weekend,451,5,3,12,5,7,6,3,2,10,26,2,0,3,38,20,10,32,8,49,3,4,13,6,12,5,13,3,1,29,24,35,13,11,8,1,3,4,20,2,2026-06-19 12:57:02
2023-05-07,Sunday,Weekend,430,20,5,13,1,5,27,2,4,2,2,2,11,6,8,1,16,17,0,5,1,18,15,22,3,7,2,5,7,1,12,7,17,3,19,72,34,15,15,8,2026-06-19 12:57:02
2023-05-08,Monday,Weekday,216,0,3,7,21,7,1,5,16,1,2,4,1,0,2,8,0,3,5,12,17,3,14,0,7,5,1,4,1,10,3,4,1,1,15,6,21,1,1,3,2026-06-19 12:57:02
2023-05-09,Tuesday,Weekday,158,1,0,5,1,1,1,3,5,1,4,1,9,8,3,0,2,3,17,17,6,0,11,3,5,2,1,2,1,2,7,0,1,0,1,21,1,1,6,5,2026-06-19 12:57:02
2023-05-10,Wednesday,Weekday,300,0,6,5,9,4,22,0,2,3,5,14,6,0,3,3,16,5,4,6,8,5,2,13,6,7,37,8,10,16,1,3,4,1,9,9,8,34,1,5,2026-06-19 12:57:02
2023-05-11,Thursday,Weekday,162,2,2,1,7,5,4,2,1,1,2,11,0,11,12,16,2,9,2,0,1,10,0,2,0,1,0,6,3,8,5,8,1,3,2,2,8,3,5,4,2026-06-19 12:57:02
2023-05-12,Friday,Weekday,226,2,4,2,4,9,30,0,0,0,2,9,11,9,11,3,0,0,12,9,8,2,3,18,0,8,2,0,9,2,7,6,3,7,5,2,11,5,0,11,2026-06-19 12:57:02
2023-05-13,Saturday,Weekend,285,6,11,18,4,7,3,4,15,11,1,6,41,6,10,11,3,3,10,5,6,9,10,2,1,2,6,3,6,1,5,3,4,3,2,17,2,7,17,4,2026-06-19 12:57:02
2023-05-14,Sunday,Weekend,296,18,1,6,8,0,6,6,14,31,1,5,6,7,14,7,0,14,24,8,11,3,3,3,6,35,8,2,4,5,11,6,5,7,3,1,0,3,1,3,2026-06-19 12:57:02
2023-05-15,Monday,Weekday,213,6,6,5,8,2,10,2,2,3,0,19,2,3,2,0,1,0,2,8,2,0,6,26,1,2,16,2,4,1,14,12,7,1,3,2,15,13,2,3,2026-06-19 12:57:02
2023-05-16,Tuesday,Weekday,258,3,4,5,3,5,0,7,13,22,10,4,1,44,5,6,5,10,0,1,5,12,8,3,3,7,8,7,1,13,5,6,1,3,11,0,5,5,6,1,2026-06-19 12:57:02
2023-05-17,Wednesday,Weekday,240,0,11,2,0,2,35,1,7,4,18,8,6,0,12,4,17,4,6,0,8,2,4,1,1,1,4,13,2,8,0,5,3,21,11,2,13,1,3,0,2026-06-19 12:57:02
2023-05-18,Thursday,Weekday,300,1,1,9,4,17,4,0,10,15,21,6,11,11,2,1,0,3,5,48,3,8,8,2,0,6,9,39,3,14,4,7,5,0,0,0,5,12,1,5,2026-06-19 12:57:02
2023-05-19,Friday,Weekday,256,1,9,11,11,8,3,12,2,3,3,9,10,8,5,2,19,7,4,5,2,2,5,2,2,16,6,4,7,26,2,11,5,1,3,5,11,2,4,8,2026-06-19 12:57:02
2023-05-20,Saturday,Weekend,507,6,20,30,9,76,1,0,6,13,22,10,1,2,27,26,15,14,12,2,8,15,9,0,43,23,3,12,34,1,7,8,6,17,5,1,1,0,6,16,2026-06-19 12:57:02
2023-05-21,Sunday,Weekend,407,3,10,15,3,21,13,8,6,12,73,7,8,8,1,11,5,2,7,0,7,2,0,24,36,3,13,4,8,8,4,13,2,1,20,14,13,9,7,6,2026-06-19 12:57:02
2023-05-22,Monday,Weekday,191,1,2,4,3,8,2,2,2,3,2,8,6,9,5,13,4,15,1,0,3,17,2,2,4,4,1,6,19,12,1,2,2,1,0,6,3,8,8,0,2026-06-19 12:57:02
2023-05-23,Tuesday,Weekday,269,26,8,8,4,9,3,7,0,8,3,0,6,7,4,0,17,8,1,5,5,0,7,10,8,1,15,4,21,0,5,5,1,10,5,0,10,5,1,32,2026-06-19 12:57:02
2023-05-24,Wednesday,Weekday,210,10,1,4,1,11,11,2,8,4,4,13,4,3,7,1,3,14,5,10,1,4,18,1,1,4,3,1,8,23,4,7,9,6,0,1,0,0,1,2,2026-06-19 12:57:02
2023-05-25,Thursday,Weekday,182,1,0,4,1,10,0,8,13,5,6,10,1,23,6,5,2,2,4,4,5,0,2,2,1,1,1,2,3,0,12,5,5,1,3,2,19,5,2,6,2026-06-19 12:57:02
2023-05-26,Friday,Weekday,269,1,0,10,1,2,9,4,7,23,6,1,2,1,0,0,6,3,10,21,14,6,1,9,3,0,13,3,1,14,20,2,3,6,9,0,10,31,2,15,2026-06-19 12:57:02
2023-05-27,Saturday,Weekend,371,23,2,12,2,18,8,4,9,13,5,2,1,8,33,17,4,6,3,2,4,7,7,30,7,8,1,46,12,17,4,5,5,2,8,23,2,1,8,2,2026-06-19 12:57:02
2023-05-28,Sunday,Weekend,689,14,19,8,29,19,29,24,34,0,8,2,11,39,8,31,9,8,46,9,26,5,50,18,23,1,9,45,33,0,6,8,3,17,3,7,24,11,18,35,2026-06-19 12:57:02
2023-05-29,Monday,Weekday,335,3,11,7,6,0,2,4,3,27,20,42,9,5,3,3,3,13,8,7,1,0,2,2,20,2,16,6,0,21,10,3,20,0,1,16,18,4,0,17,2026-06-19 12:57:02
2023-05-30,Tuesday,Weekday,123,2,1,2,8,0,4,3,2,4,17,0,1,8,3,2,3,4,5,8,2,1,4,3,3,2,0,2,4,5,2,1,1,4,1,4,3,1,3,0,2026-06-19 12:57:02
2023-05-31,Wednesday,Weekday,175,1,0,0,3,4,4,6,6,2,6,4,2,4,12,1,10,0,2,1,4,1,10,8,6,3,11,8,3,5,4,3,2,3,0,3,6,12,12,3,2026-06-19 12:57:02
2023-06-01,Thursday,Weekday,270,9,1,10,0,5,9,4,0,17,4,0,0,4,1,15,3,16,1,5,12,10,8,24,4,8,19,0,0,4,9,2,1,6,8,4,3,11,24,9,2026-06-19 12:57:02
2023-06-02,Friday,Weekday,286,13,2,2,5,19,4,15,32,0,0,2,3,2,14,0,3,2,18,8,16,25,5,2,2,2,10,0,0,7,9,7,3,10,5,0,16,21,0,2,2026-06-19 12:57:02
2023-06-03,Saturday,Weekend,440,6,1,21,3,26,9,9,2,4,0,3,5,18,5,16,8,20,41,3,23,11,17,13,7,3,1,9,46,16,3,18,12,3,0,1,31,20,3,3,2026-06-19 12:57:02
2023-06-04,Sunday,Weekend,270,8,17,9,5,2,4,1,12,3,15,3,9,3,3,7,1,20,6,4,11,15,6,18,1,1,5,3,4,3,4,8,5,31,7,2,3,2,9,0,2026-06-19 12:57:02
2023-06-05,Monday,Weekday,146,1,8,4,1,1,7,9,1,2,11,5,7,3,8,2,1,4,3,8,0,8,2,4,0,4,4,2,1,2,7,1,1,1,10,2,0,6,4,1,2026-06-19 12:57:02
2023-06-06,Tuesday,Weekday,263,18,3,4,2,21,1,1,1,9,9,6,1,7,8,3,8,3,9,0,4,20,25,1,3,0,13,4,3,0,19,5,1,3,1,5,19,12,3,8,2026-06-19 12:57:02
2023-06-07,Wednesday,Weekday,327,3,0,39,3,6,42,2,11,26,8,0,4,2,5,13,6,5,7,6,15,3,15,7,3,4,3,7,2,24,8,14,0,3,0,2,22,0,6,1,2026-06-19 12:57:02
2023-06-08,Thursday,Weekday,260,1,9,5,8,5,14,7,3,3,23,5,6,3,2,8,5,5,6,1,9,16,14,3,3,12,6,5,17,6,5,0,0,0,13,4,6,12,5,5,2026-06-19 12:57:02
2023-06-09,Friday,Weekday,297,4,14,2,0,3,3,4,11,2,17,2,2,7,23,19,35,10,10,8,8,2,8,5,5,7,2,3,0,39,2,3,16,6,2,5,2,2,0,4,2026-06-19 12:57:02
2023-06-10,Saturday,Weekend,234,9,5,5,1,3,9,1,12,4,14,2,3,10,10,2,21,1,1,5,7,23,3,0,6,2,4,4,1,4,4,6,7,1,1,2,2,8,26,5,2026-06-19 12:57:02
2023-06-11,Sunday,Weekend,350,6,4,2,17,39,4,2,13,1,14,14,1,25,32,23,5,1,6,4,2,4,9,1,3,0,9,8,1,25,0,6,9,9,0,18,23,6,4,0,2026-06-19 12:57:02
2023-06-12,Monday,Weekday,189,2,2,7,3,10,1,1,1,0,6,9,6,5,7,2,2,2,6,1,0,4,14,5,11,7,3,7,11,1,3,1,3,10,2,3,13,5,3,10,2026-06-19 12:57:02
2023-06-13,Tuesday,Weekday,188,2,4,0,1,3,2,12,13,6,2,11,4,2,5,0,2,7,3,2,2,9,4,2,0,1,16,2,2,2,9,3,4,1,0,11,14,11,9,5,2026-06-19 12:57:02
2023-06-14,Wednesday,Weekday,201,7,9,6,1,3,18,3,12,0,3,3,0,1,1,11,0,3,0,7,6,8,3,2,8,10,1,4,1,2,6,4,1,2,17,10,16,4,5,3,2026-06-19 12:57:02
2023-06-15,Thursday,Weekday,324,1,3,6,2,23,1,4,2,4,0,1,4,4,6,2,5,6,2,13,5,5,23,15,28,10,4,1,7,26,7,11,3,3,16,9,42,13,3,4,2026-06-19 12:57:02
2023-06-16,Friday,Weekday,425,18,5,3,5,12,0,11,0,4,21,7,20,5,34,3,0,20,14,3,37,7,33,7,7,4,4,7,5,0,3,1,17,9,12,33,13,39,1,1,2026-06-19 12:57:02
2023-06-17,Saturday,Weekend,578,7,7,28,10,7,16,11,3,12,46,24,13,6,1,8,20,7,6,44,24,17,1,3,1,14,1,24,70,8,8,14,35,24,1,3,28,17,1,8,2026-06-19 12:57:02
2023-06-18,Sunday,Weekend,368,10,2,22,1,23,8,4,13,14,39,5,10,9,8,24,0,4,7,1,21,8,7,16,5,9,0,5,2,12,7,3,6,1,20,1,23,8,7,3,2026-06-19 12:57:02
2023-06-19,Monday,Weekday,256,13,0,3,26,17,2,20,6,1,4,1,1,7,4,0,11,1,24,14,14,7,1,2,1,2,5,0,16,12,4,2,2,9,5,1,4,3,10,1,2026-06-19 12:57:02
2023-06-20,Tuesday,Weekday,268,1,13,15,14,10,5,5,0,7,0,3,18,1,20,1,3,7,7,5,12,0,16,1,13,3,13,8,1,18,1,1,11,0,1,5,17,1,4,7,2026-06-19 12:57:02
2023-06-21,Wednesday,Weekday,279,12,14,11,7,5,0,7,31,8,0,6,5,9,10,6,2,21,10,1,3,18,16,3,0,0,2,7,6,7,9,0,0,2,1,0,12,12,7,9,2026-06-19 12:57:02
2023-06-22,Thursday,Weekday,217,4,5,1,18,2,1,1,19,18,8,4,3,14,4,10,1,1,8,0,13,3,11,1,6,3,4,3,13,4,1,7,1,1,0,9,2,1,7,5,2026-06-19 12:57:02
2023-06-23,Friday,Weekday,222,2,8,13,0,19,4,9,3,8,0,9,0,4,1,11,3,4,4,11,4,10,0,2,6,19,0,0,2,8,4,12,0,1,3,8,10,1,17,2,2026-06-19 12:57:02
2023-06-24,Saturday,Weekend,362,9,4,2,13,17,3,6,2,9,4,15,2,0,3,2,6,2,10,2,11,8,30,65,14,11,4,10,22,0,6,1,6,4,5,6,31,5,10,2,2026-06-19 12:57:02
2023-06-25,Sunday,Weekend,442,6,7,4,7,19,10,14,6,6,19,2,5,1,1,3,0,3,16,1,8,29,22,4,34,6,1,69,24,10,13,13,3,3,8,33,0,25,1,6,2026-06-19 12:57:02
2023-06-26,Monday,Weekday,240,6,8,0,4,8,0,1,7,6,3,7,15,0,8,0,0,1,4,12,3,8,4,1,5,10,12,13,3,11,1,9,18,0,4,8,15,1,19,5,2026-06-19 12:57:02
2023-06-27,Tuesday,Weekday,294,1,0,10,0,3,4,8,8,5,16,26,1,9,18,9,6,1,5,6,9,39,0,0,0,9,1,7,4,4,2,11,6,17,4,1,3,35,6,0,2026-06-19 12:57:02
2023-06-28,Wednesday,Weekday,293,11,6,4,1,27,0,3,4,1,11,0,4,23,3,5,8,9,17,1,19,13,11,1,0,9,20,10,1,1,10,9,1,0,5,7,18,13,6,1,2026-06-19 12:57:02
2023-06-29,Thursday,Weekday,154,3,12,9,8,3,4,7,4,1,16,3,1,1,4,3,0,6,7,6,1,4,0,2,2,6,2,0,2,4,12,8,1,1,1,6,0,1,2,1,2026-06-19 12:57:02
2023-06-30,Friday,Weekday,276,1,4,3,5,43,2,3,15,12,5,9,0,10,22,5,5,2,8,5,9,0,7,7,2,2,2,8,4,12,3,13,7,3,0,2,29,3,3,1,2026-06-19 12:57:02
2023-07-01,Saturday,Weekend,352,11,2,3,5,7,4,5,13,13,15,1,12,1,1,23,15,7,16,33,7,7,12,2,2,12,3,1,3,3,25,7,7,19,15,4,28,4,2,2,2026-06-19 12:57:02
2023-07-02,Sunday,Weekend,279,7,3,8,8,0,1,5,1,7,10,6,2,7,13,43,14,6,1,9,21,2,2,2,10,4,1,16,6,3,4,2,4,2,6,10,12,3,5,13,2026-06-19 12:57:02
2023-07-03,Monday,Weekday,282,1,0,5,8,3,8,6,20,1,14,0,6,5,4,12,0,5,1,10,0,12,12,12,1,7,0,15,9,5,10,0,3,1,21,13,18,18,2,14,2026-06-19 12:57:02
2023-07-04,Tuesday,Weekday,417,3,12,17,0,8,0,61,3,9,28,1,8,10,3,17,5,2,8,7,29,24,7,5,5,4,9,20,5,3,9,0,13,7,6,5,38,0,23,3,2026-06-19 12:57:02
2023-07-05,Wednesday,Weekday,320,16,9,1,15,13,0,1,8,8,19,11,10,15,8,1,21,0,4,14,4,0,0,10,27,8,5,4,1,0,4,4,1,0,9,21,28,11,0,9,2026-06-19 12:57:02
2023-07-06,Thursday,Weekday,151,0,2,5,4,17,4,5,1,10,1,10,2,1,9,0,7,1,7,5,3,2,0,7,1,2,4,3,1,1,1,7,0,13,1,1,5,0,3,5,2026-06-19 12:57:02
2023-07-07,Friday,Weekday,263,0,10,3,2,3,16,2,17,7,0,5,14,9,6,15,2,22,12,10,14,7,8,6,3,7,2,5,3,2,3,12,3,8,2,5,2,2,6,8,2026-06-19 12:57:02
2023-07-08,Saturday,Weekend,384,1,4,16,2,0,8,1,32,9,7,5,8,1,25,9,2,7,1,0,9,11,9,2,9,1,11,6,8,23,20,28,24,11,25,19,15,1,0,14,2026-06-19 12:57:02
2023-07-09,Sunday,Weekend,396,5,16,5,6,23,24,1,22,15,5,5,1,0,6,1,2,17,10,12,2,18,22,7,26,20,16,16,1,4,1,0,2,22,3,34,15,3,6,2,2026-06-19 12:57:02
2023-07-10,Monday,Weekday,194,17,7,0,12,8,0,6,5,1,10,0,3,0,17,7,1,2,1,6,0,10,15,5,1,2,4,5,6,3,2,9,0,3,6,0,8,7,5,0,2026-06-19 12:57:02
2023-07-11,Tuesday,Weekday,317,1,4,2,25,10,1,17,10,1,5,1,28,5,14,4,13,0,29,18,4,9,12,15,4,6,15,12,3,13,0,9,1,1,4,4,9,4,3,1,2026-06-19 12:57:02
2023-07-12,Wednesday,Weekday,227,8,3,6,7,21,5,0,11,29,6,19,4,4,2,7,1,0,0,1,3,4,1,23,1,4,0,1,0,5,9,1,2,0,10,10,0,3,14,2,2026-06-19 12:57:02
2023-07-13,Thursday,Weekday,256,2,1,3,17,40,5,3,3,1,28,6,3,0,3,16,3,1,0,1,12,24,15,4,3,4,3,5,3,4,0,1,6,8,2,0,16,5,2,3,2026-06-19 12:57:02
2023-07-14,Friday,Weekday,259,2,3,14,2,0,0,3,2,2,0,2,4,0,7,4,0,6,38,19,0,11,3,0,2,4,6,6,9,2,3,2,2,49,8,23,12,3,2,4,2026-06-19 12:57:02
2023-07-15,Saturday,Weekend,458,6,17,6,5,28,19,7,16,1,10,0,0,12,5,16,23,2,18,9,1,12,13,8,31,9,66,7,1,6,2,10,12,6,1,8,1,14,15,35,2026-06-19 12:57:02
2023-07-16,Sunday,Weekend,413,1,5,7,25,15,2,7,9,14,29,2,30,1,44,22,12,15,1,0,1,1,9,2,22,6,14,13,4,3,5,13,7,2,16,1,17,7,10,19,2026-06-19 12:57:02
2023-07-17,Monday,Weekday,253,9,4,1,8,7,0,9,3,0,19,5,2,8,13,0,7,9,2,4,0,9,13,0,10,9,3,7,0,19,4,4,7,4,10,7,18,6,1,12,2026-06-19 12:57:02
2023-07-18,Tuesday,Weekday,225,6,5,18,0,4,1,5,9,18,4,7,11,5,1,4,18,22,4,9,1,1,12,0,1,3,5,5,1,11,11,2,2,4,6,2,3,1,1,2,2026-06-19 12:57:02
2023-07-19,Wednesday,Weekday,225,3,6,7,3,10,0,3,6,4,4,6,10,4,7,18,6,4,0,3,3,7,2,16,1,8,3,3,8,2,0,4,4,7,13,0,6,6,16,12,2026-06-19 12:57:02
2023-07-20,Thursday,Weekday,196,6,4,1,2,8,6,5,6,4,10,1,2,1,14,0,10,1,3,14,6,1,2,14,4,5,4,2,1,6,8,1,8,7,13,1,3,11,1,0,2026-06-19 12:57:02
